name,price,rating,ratingNumber,img,FirstCategory,SecondCategory,GetItByTomorrow
"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",9.23,4.2,"46,647",https://m.media-amazon.com/images/I/31DA6bcvbfL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bajaj New Shakti Neo 25L Vertical Storage Water Heater (Geyser 25 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",75.01,4.1,"3,233",https://m.media-amazon.com/images/I/31YrFqskR7L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, up to 20g/min, Kills 99.9%* Bacteria (Reno Blue), Small",37.99,4,"1,282",https://m.media-amazon.com/images/I/31LsgYDJNkL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Room Heater Warmer Wall-Outlet 400 Watts Electric Handy Room Heater (Room Heaters Home for Bedroom, Reading Books, Work, bathrooms, Rooms, Offices, Home Offices,2022",9.51,4.3,70,https://m.media-amazon.com/images/I/51ey0zzictL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",32.14,4,"26,164",https://m.media-amazon.com/images/I/41gZhEcCCQL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),7.13,3.9,"16,166",https://m.media-amazon.com/images/I/31WXnM9XIYL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),8.92,4.2,"35,693",https://m.media-amazon.com/images/I/41cxgOxlbYL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety (Grey),73.82,4.1,"14,391",https://m.media-amazon.com/images/I/31Tz8DcmevL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),21.66,4.4,"7,946",https://m.media-amazon.com/images/I/31HSz-a5H3L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Over heating protection | Multipurpose hot water Kettle | 1 Year Warranty,14.28,4,"1,765",https://m.media-amazon.com/images/I/31lKVhGarbL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Prestige IRIS Plus 750 watt mixer grinder,38.69,3.8,"14,062",https://m.media-amazon.com/images/I/41QNSlZeKiL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",4.16,4,"15,646",https://m.media-amazon.com/images/I/31-RWRwJZOL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Amazon Basics 2000/1000 Watt Room Heater with Adjustable Thermostat (ISI certified, White color, Ideal for small to medium room/area)",12.49,3.1,111,https://m.media-amazon.com/images/I/31b0ZuxuesL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hanging Design, Touch Button, Tare Function & 1 Year Warranty – Chef-Mate KS 40",9.51,4.3,"9,695",https://m.media-amazon.com/images/I/31vAlVllF5L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bajaj New Shakti Neo 10L Vertical Storage Water Heater (Geyser 10 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",59.53,4.2,"1,772",https://m.media-amazon.com/images/I/31IR1G0S9cL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,83.34,4.4,"11,499",https://m.media-amazon.com/images/I/51bVSwhFA1L._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitness, Baking & Cooking (5Kgs, Stainless Steel, 2 Years Warranty)",9.51,4.1,"2,162",https://m.media-amazon.com/images/I/51o1OVswrGS._SY445_SX342_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",1.06,4.2,"19,621",https://m.media-amazon.com/images/I/51swXR+r2xL._SY300_SX300_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Orient Electric Apex-FX 1200mm Ultra High Speed 400 RPM Ceiling Fan (Brown),16.67,4.1,"19,998",https://m.media-amazon.com/images/I/21rUca9axYL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, (Pack of 1), Mushroom Print",4.23,4.1,"1,051",https://m.media-amazon.com/images/I/41ZFwhFMMwL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,HomeStorage&Organization,False
"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)",25.83,4.1,"1,716",https://m.media-amazon.com/images/I/31Di52QEVdL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (Black)",33.33,3.9,"32,931",https://m.media-amazon.com/images/I/41FyPER4ASL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",10.7,3.9,"17,424",https://m.media-amazon.com/images/I/31TLru4LT8L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),29.76,3.8,"1,889",https://m.media-amazon.com/images/I/41Y4vsQHt6L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
Crompton Gracee 5-L Instant Water Heater (Geyser),42.86,4,"10,324",https://m.media-amazon.com/images/I/31KGeL7u8hL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",5.94,4.2,"5,355",https://m.media-amazon.com/images/I/416ICdLhYGL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Bajaj Waterproof 1500 Watts Immersion Rod Heater,7.78,4.1,"3,366",https://m.media-amazon.com/images/I/31XMh-zc1IL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike and Home Cleaning Purpose, Black and Orange",57.03,4.3,"1,017",https://m.media-amazon.com/images/I/416t5HILjUL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor",16.78,3.7,787,https://m.media-amazon.com/images/I/41WyoT08raL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
Orpat HHB-100E WOB 250-Watt Hand Blender (White),8.97,4.2,"18,462",https://m.media-amazon.com/images/I/21OWOIM1wML._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying, Multi Color",4.2,4.3,629,https://m.media-amazon.com/images/I/41yKM0rHKQL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",13.09,4.3,"15,276",https://m.media-amazon.com/images/I/410d2Vda6QS._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",104.77,4.4,"2,981",https://m.media-amazon.com/images/I/31nZs1BL4tL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Milton Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",16.02,3.8,"2,466",https://m.media-amazon.com/images/I/415mgfOmzUS._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),24.95,4.5,"7,949",https://m.media-amazon.com/images/I/31CLpobJstL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),17.84,3.8,95,https://m.media-amazon.com/images/I/41v9yj848iL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),26.18,3.8,"1,558",https://m.media-amazon.com/images/I/41A8H7PSidL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",44.05,4.1,"26,543",https://m.media-amazon.com/images/I/31eyLyEftOL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Beige & Brown)-KUBMART11450",2.11,4.1,"3,688",https://m.media-amazon.com/images/I/41wqOJ5t9QL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,HomeStorage&Organization,True
"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",13.68,3.8,"4,383",https://m.media-amazon.com/images/I/31D9nttNSPL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
IKEA Frother for Milk,2.91,3.3,478,https://m.media-amazon.com/images/I/31iBzpNszEL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",23.33,4,237,https://m.media-amazon.com/images/I/31uLbVqjaqL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
Lint Remover Woolen Clothes Lint Extractor Battery Lint Removing Machine Bhur Remover,3.8,4.6,124,https://m.media-amazon.com/images/I/31g2BiAmVjL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",17.85,3.9,"14,667",https://m.media-amazon.com/images/I/41orhoQwtGL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"C (DEVICE) Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",5.58,3.7,6,https://m.media-amazon.com/images/I/416wtLbGHvL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),13.09,4.2,"4,244",https://m.media-amazon.com/images/I/31Sgt4ZRNXL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bajaj OFR Room Heater, 13 Fin 2900 Watts Oil Filled Room Heater with 400W PTC Ceramic Fan Heater, ISI Approved (Majesty 13F Plus Black)",114.19,4.1,"1,017",https://m.media-amazon.com/images/I/41PhEVR4X4L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",11.9,4.1,"12,999",https://m.media-amazon.com/images/I/21c-ZYPFJ5L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Wipro Vesta 1.8 litre Cool touch electric Kettle with Auto cut off | Double Layer outer body | Triple Protection - Dry Boil, Steam & Over Heat |Stainless Steel Inner Body | (Black, 1500 Watt)",15.47,3.8,311,https://m.media-amazon.com/images/I/31iKMkOV-DL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",3.48,4.1,"4,238",https://m.media-amazon.com/images/I/31hwosM2Q1L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",1.91,4.6,"2,781",https://m.media-amazon.com/images/I/41k+HQz9JbL._SX300_SY300_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,7.14,4.1,"10,907",https://m.media-amazon.com/images/I/41OxPvBpwYL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,13.46,4.2,"13,250",https://m.media-amazon.com/images/I/41rkDPlAt+L._SY300_SX300_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),38.69,3.9,"43,070",https://m.media-amazon.com/images/I/41v0JSmcIuL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Preethi Blue Leaf Diamond MG-214 mixer grinder 750 watt (Blue/White), 3 jars & Flexi Lid, FBT motor with 2yr Guarantee & Lifelong Free Service",42.86,4.1,"11,828",https://m.media-amazon.com/images/I/41JrUgIbYOL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Themisto 350 Watts Egg Boiler-Blue,4.38,4.1,"1,240",https://m.media-amazon.com/images/I/315o5vpD66L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",38.09,4,"20,869",https://m.media-amazon.com/images/I/41opVWa6H1L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",19.04,3.7,441,https://m.media-amazon.com/images/I/31tiptnSbZL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",23.8,4.1,"1,034",https://m.media-amazon.com/images/I/312FrvLA2RL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),7.34,4.1,"37,126",https://m.media-amazon.com/images/I/31R2gaVLwYL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,17.85,4.1,"6,355",https://m.media-amazon.com/images/I/21-SFWqfgyS._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",2.37,3.3,12,https://m.media-amazon.com/images/I/31O1Y16P8xL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),7.26,4.1,"13,165",https://m.media-amazon.com/images/I/41ORNeJrRxL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",11.9,4.1,"1,646",https://m.media-amazon.com/images/I/411ipFfM1vL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner (Blue),107.16,4.4,"17,994",https://m.media-amazon.com/images/I/41xQDop2T5L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"SAIELLIN Electric Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and Furniture Lint Roller for Fabrics Portable Lint Shavers (White Orange)",5.39,4.3,610,https://m.media-amazon.com/images/I/41J7JQ+P7WL._SX300_SY300_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",29.34,4.1,"8,866",https://m.media-amazon.com/images/I/41nBjnlp-ML._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",32.38,3.7,"13,406",https://m.media-amazon.com/images/I/41f4XKOolpL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Swiffer Instant Electric Water Heater Faucet Tap Home-Kitchen Instantaneous Water Heater Tank less for Tap, LED Electric Head Water Heaters Tail Gallon Comfort(3000W) ((Pack of 1))",17.14,4.8,"53,803",https://m.media-amazon.com/images/I/41+t2HWvwFL._SY300_SX300_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 4000 mAh Rechargeable Battery, 230 Watt Motor, 500 ML",33.33,4.5,546,https://m.media-amazon.com/images/I/31ZbGgybh0L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)",24.86,4,"5,292",https://m.media-amazon.com/images/I/31TKp-ARDUL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",28.57,4.1,444,https://m.media-amazon.com/images/I/21nPIBIwF0L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
ATOM Selves-MH 200 GM Digital Pocket Scale,3.67,3.9,"4,584",https://m.media-amazon.com/images/I/41Oo66iQH7L._SY445_SX342_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,30.95,4.1,"14,947",https://m.media-amazon.com/images/I/31yPDf0htkL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)",5.7,4.2,"1,559",https://m.media-amazon.com/images/I/31k9FfzMGzL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",2.92,4.1,"1,660",https://m.media-amazon.com/images/I/31MNWLE6vuL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)",2.13,3.5,132,https://m.media-amazon.com/images/I/51d1BSuCGfL._SY300_SX300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),42.5,4.3,"28,629",https://m.media-amazon.com/images/I/31NRaw6L7KL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",8.32,3.9,"8,446",https://m.media-amazon.com/images/I/31na34LxwmL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),24.87,4.2,"11,199",https://m.media-amazon.com/images/I/41-kc5sVOQL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",27.85,3.8,"1,118",https://m.media-amazon.com/images/I/31y+z3bqZcL._SY300_SX300_.jpg,Car&Motorbike,CarAccessories,True
!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!,9.34,4.5,11,https://m.media-amazon.com/images/I/314HwKNEFEL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red)",65.48,3.8,"4,353",https://m.media-amazon.com/images/I/41jJqhC9nfL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
Activa Heat-Max 2000 Watts Room Heater (White color ) with ABS body,10.7,4.1,185,https://m.media-amazon.com/images/I/41s6tfIVmeL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"PHILIPS HL1655/00 Hand Blender, White Jar 250W",20.18,4.2,"14,290",https://m.media-amazon.com/images/I/31MVkjIpLiL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",5.94,4.1,"3,036",https://m.media-amazon.com/images/I/41+82+4rUCL._SX300_SY300_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,32.14,4.2,"1,296",https://m.media-amazon.com/images/I/21ndIZtC7HL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",True
Homeistic Applience™ Instant Electric Water Heater Faucet Tap For Kitchen And Bathroom Sink Digital Water Heating Tap with Shower Head ABS Body- Shock Proof (Pack Of 1. White),17.24,4.5,19,https://m.media-amazon.com/images/I/31dCji7nmsL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",0.94,4,97,https://m.media-amazon.com/images/I/41tVoAxz0QL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
Havells Instanio 10 Litre Storage Water Heater with Flexi Pipe and Free installation (White Blue),83.23,4.4,"1,771",https://m.media-amazon.com/images/I/31-XtyZy0IL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,"Heating,Cooling&AirQuality",False
Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),32.13,4,"15,034",https://m.media-amazon.com/images/I/418WkmFOaTL._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)",38.09,4,"3,242",https://m.media-amazon.com/images/I/415f3fULh8L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,True
KENT 16026 Electric Kettle Stainless Steel 1.8 L | 1500W | Superfast Boiling | Auto Shut-Off | Boil Dry Protection | 360° Rotating Base | Water Level Indicator,14.28,3.9,"2,832",https://m.media-amazon.com/images/I/41fyxXj8N5L._SX300_SY300_QL70_FMwebp_.jpg,Home&Kitchen,Kitchen&HomeAppliances,False
